objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Aquaretto","34194","0","0","0","1","0","0","0","0","0","0","0","3","","32-2","","","","53478268","6.25033","6.97027","2.1157","1988","3306","thing","Aquaretto","2","5","45","45","45","2007","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","ABACUSSPIELE","Dutch; English; French; German; Italian","2007","ABACUSSPIELE multilingual edition"
"Aramini Circus","154634","0","0","0","1","0","0","0","0","0","0","0","3","","06-5","","","","53665899","5.81257","6.29205","1.2222","4543","2710","thing","Yardmaster","2","5","20","20","20","2015","2,3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Crash Games; IELLO","English","2015","English second edition (Europe only)"
"Aranyásók","9220","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","53478289","6.41398","6.54066","1.3182","1516","64514","thing","Saboteur","3","10","30","30","30","2005","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2005","Piatnik Hungarian edition 2005"
"Aranyásók 2","91072","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","53478312","6.45985","6.93822","1.5411","0","17788","thing","Saboteur 2 (expansion-only editions)","2","12","45","45","45","2011","4,5,6,7,8,9,10","5,6,7,8","8+","No necessary in-game text","","","","","","expansion","","AMIGO; Piatnik","Hungarian","2011","Hungarian edition"
"Aranyásók Párbaj","168215","0","0","0","1","0","0","0","0","0","0","0","3","","56-3","","","","72493162","5.71619","6.0033","1.2742","5852","7912","thing","Saboteur: The Duel","1","2","30","30","30","2015","1,2","2","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2015","Hungarian edition"
"Aranyásók: A sötét barlang","365702","0","0","0","1","0","0","0","0","0","0","0","3","","05-4","","","","98174592","5.55199","6.37315","1.75","12720","1068","thing","Saboteur: The Dark Cave","2","8","45","45","45","2022","4,5,6,7,8","6","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2022","Hungarian edition"
"Aranyásók: Az Elfeledett Bányák","245214","0","0","0","1","0","0","0","0","0","0","0","3","","63-5","","","","135864387","5.68666","6.32185","2.05","6444","2830","thing","Saboteur: The Lost Mines","3","9","45","45","45","2018","4,5,6,7,8,9","6","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2018","Hungarian edition"
"Aranyfolyó","399941","0","0","0","1","0","0","0","0","0","0","0","3","","66-5","","","","131418119","6.69438","7.55902","2.4737","907","4980","thing","River of Gold","2","4","90","90","60","2025","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Office Dog","Hungarian","2025","Hungarian edition"
"Arborétum","140934","0","0","0","1","0","0","0","0","0","0","0","3","","03-5","","","","59929505","7.06863","7.25317","2.1123","421","41862","thing","Arboretum","2","4","30","30","30","2018","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","Renegade Game Studios; Vagabund","Hungarian","2018","Hungarian edition"
"Arcanum","99770","0","0","0","1","0","0","0","0","0","0","0","3","","79-1","","","","53665726","5.54517","5.93473","2.64","13583","708","thing","Arcanum","3","5","45","45","45","2011","3,4,5","4","","No necessary in-game text","","","","","","standalone","","Heidelberger Spieleverlag; Lo Scarabeo","English; French; German; Italian; Spanish","2011","Scarabeo Multilingual Edition"
"Arena: Revolte in Rom II","56931","0","0","0","1","0","0","0","0","0","0","0","3","","55-1","","","","53478326","6.1568","6.86371","1.9286","2350","2972","thing","Arena: Roma II","2","2","45","45","30","2009","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Queen Games","German","2009","German edition"
"Ark Nova","342942","0","0","0","1","0","0","0","0","0","0","0","3","","83-3","","","","96454569","8.35125","8.53953","3.7899","3","82525","thing","Ark Nova","1","4","150","150","90","2022","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Feuerland Spiele; Gém Klub Kft.","Hungarian","2022","Hungarian first edition"
"Arkham Horror: The Card Game","205637","0","0","0","1","0","0","0","0","0","0","0","3","","52-2","","","","90496646","7.89645","8.12541","3.5645","32","82040","thing","Arkham Horror: The Card Game","1","2","120","120","60","2016","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Fantasy Flight Games","English","2016","English edition"
"Armageddon","207208","0","0","0","1","0","0","0","0","0","0","0","3","","74-1","","","","54871471","5.7382","6.55374","2.963","5498","1811","thing","Armageddon","3","4","90","90","90","2016","3,4","4","12+","No necessary in-game text","","","","","","standalone","","Queen Games","Hungarian","2016","Hungarian edition"
"Armonia","341009","0","0","0","1","0","0","0","0","0","0","0","3","","17-2","","","","87473754","5.52631","5.78396","1.1818","17140","601","thing","Armonia","2","4","60","60","30","2021","2,3,4","2","8+","","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2021","Hungarian edition"
"Arnak elveszett romjai","312484","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","83375159","7.90635","8.07513","2.9333","30","81224","thing","Lost Ruins of Arnak","1","4","120","120","30","2021","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Arnak elveszett romjai: Expedícióvezetők","341254","0","0","0","1","0","0","0","0","0","0","0","3","","76-3","","","","93761083","7.99128","8.69964","3.1058","0","32959","thing","Lost Ruins of Arnak: Expedition Leaders","1","4","120","120","30","2022","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Czech Games Edition; Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Around the World in 80 Days","204599","0","0","0","1","0","0","0","0","0","0","0","3","","34-2","","","","53767409","5.68905","6.39528","1.625","6385","1325","thing","Around the World in 80 Days","2","6","60","60","45","2016","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","IELLO; Purple Brain Creations","English","2016","English edition"
"Art Gallery","369395","0","0","0","1","0","0","0","0","0","0","0","3","","65-3","","","","107675006","5.61585","6.91767","2.0476","8450","522","thing","Art Gallery","2","6","75","75","45","2023","2,3,4,5,6","4","10+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Slovak","2023","Multilingual edition"
"Artifact","144310","0","0","0","1","0","0","0","0","0","0","0","3","","75-4","","","","58419598","5.51045","5.67093","2.7273","21839","228","thing","Artifact","3","5","60","60","60","2013","2,4,5","5","10+","No necessary in-game text","","","","","","standalone","","White Goblin Games","Dutch; English; French; German","2013","Dutch/English/French/German edition"
"Artus","92643","0","0","0","1","0","0","0","0","0","0","0","3","","64-4","","","","53478342","5.77947","6.34168","2.2174","4944","1651","thing","Artus","2","4","60","60","60","2011","2,3","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","alea","English; French; German","2011","Multilingual first edition"
"Astra","369270","0","0","0","1","0","0","0","0","0","0","0","3","","69-2","","","","99706271","5.91572","6.60691","2.1154","3667","2516","thing","Astra","2","5","90","90","40","2022","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Mindclash Games","English","2022","English edition"
"Atlantis","55253","0","0","0","1","0","0","0","0","0","0","0","3","","30-2","","","","53696899","5.97924","6.52349","1.8148","3240","2605","thing","Atlantis","2","4","45","45","45","2010","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","AMIGO; Piatnik","Czech; Hungarian; Slovak","2010","Piatnik East-European edition"
"Attila","827","0","0","0","1","0","0","0","0","0","0","0","3","","74-3","","","","53478360","5.89873","6.46057","2.5533","3799","2098","thing","Attila","2","5","45","45","45","2000","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","Rio Grande Games","English","2000","Rio Grande edition"
"Auch schon clever","354892","0","0","0","1","0","0","0","0","0","0","0","3","","24-3","","","","108176096","5.7444","6.89416","1.0833","5388","1338","thing","That's Pretty Clever! Kids","2","4","15","15","15","2022","2,3,4","2,3","5+","No necessary in-game text","","","","","","standalone","","Schmidt Spiele","German","2022","German edition"
"Auf Achse","110","0","0","0","1","0","0","0","0","0","0","0","3","","59-4","","","","100908002","5.83338","6.23944","1.949","4356","3564","thing","Auf Achse","2","6","60","60","60","1987","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","F.X. Schmid","German","1987","F.X. Schmid German first edition 1987"
"Auf den Spuren von Marco Polo","171623","0","0","0","1","0","0","0","0","0","0","0","3","","77-3","","","","57763281","7.54998","7.7678","3.1784","113","27679","thing","The Voyages of Marco Polo","2","4","100","100","40","2015","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2015","German first edition, first printing"
"Ausonia","302469","0","0","0","1","0","0","0","0","0","0","0","3","","04-3","","","","69211619","5.91085","7.64942","2.4167","3701","1102","thing","Ausonia","1","4","30","30","30","2021","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Lycan Studio","English","2021","English edition"
"Axio","219475","0","0","0","1","0","0","0","0","0","0","0","3","","18-2
*","","","","61215331","5.74242","6.75412","1.6111","5419","972","thing","Axio","1","4","45","45","30","2018","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2018","Hungarian edition"
"Axio Rota","270637","0","0","0","1","0","0","0","0","0","0","0","3","","18-2","","","","68520151","5.6046","6.56969","1.6364","8954","525","thing","Axio Rota","1","4","30","30","20","2019","1,2,3,4","1,2","6+","No necessary in-game text","","","","","","standalone","","Pegasus Spiele","English; German","2019","English/German edition"
"AYA","182194","0","0","0","1","0","0","0","0","0","0","0","3","","29-2","","","","128493803","5.53062","5.77015","1.7143","16094","785","thing","AYA","2","5","30","30","30","2016","1,2,3,4","2,3","6+","","","","","","","standalone","","Act in games","English","2016","English-only edition"
"Aztlán","124490","0","0","0","1","0","0","0","0","0","0","0","3","","65-4","","","","53478419","5.62501","6.27712","2.3929","8084","1205","thing","Aztlán","2","4","60","60","60","2012","3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Ares Games","English","2012","English edition"
"Azul","230802","0","0","0","1","0","0","0","0","0","0","0","3","","60-2","","","","55944779","7.61162","7.72138","1.7741","92","173438","thing","Azul","2","4","45","45","30","2018","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Hungarian edition"
"Azul Mini","230802","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","119614089","7.61162","7.72138","1.7741","92","173438","thing","Azul","2","4","45","45","30","2023","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Azul: A királyi pavilon","287954","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","72346679","7.3044","7.57591","2.0728","230","31633","thing","Azul: Summer Pavilion","2","4","45","45","30","2020","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"Azul: A királyné kertje","346965","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","94100489","6.85398","7.44229","2.9224","674","13086","thing","Azul: Queen's Garden","2","4","60","60","45","2022","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Next Move Games","Hungarian","2022","Hungarian edition"
"Azul: Csokoládéműhely","363247","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","100897558","6.79512","7.86975","1.7662","746","7563","thing","Azul: Master Chocolatier","2","4","45","45","30","2022","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Next Move Games","Hungarian","2022","Hungarian edition"
"Azul: Sintra üvegcsodái","256226","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","59929489","6.99767","7.28751","2.01","489","24482","thing","Azul: Stained Glass of Sintra","2","4","45","45","30","2019","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2019","Hungarian edition"
"Babilon tornyai","415910","0","0","0","1","0","0","0","0","0","0","0","3","","51-3","","","","131824087","5.83509","7.0494","2","4344","862","thing","The Architects of Amytis","2","2","30","30","30","2025","2","2","10+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2025","Hungarian edition"
"Babszüret","11","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","122130997","6.95904","7.07685","1.6681","541","80439","thing","Bohnanza","2","7","45","45","45","2000","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2000","Hungarian first edition"
"Backgammon Set","2397","0","0","0","1","0","0","0","0","0","0","0","3","","52-1","","","","57761328","6.37261","6.57378","2.0068","1617","24771","thing","Backgammon","2","2","30","30","30","-3000","2","2","8+","No necessary in-game text","","","","","","standalone","","WHSmith","English","0","WHSmith English travel edition"
"Bag of Chips","344114","0","0","0","1","0","0","0","0","0","0","0","3","","14-5
*","","","","112529451","5.94653","6.42502","1.1159","3447","4039","thing","Bag of Chips","2","5","20","20","15","2022","2,3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","Blue Orange Games; Mixlore","English","2022","English second edition"
